age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,4,-1,NHL,5,0,2006-07,0,10,0,98,0,8,,PIT,4
21,,13.3,4,12,3,NHL,20,1,2007-08,3,75,10,416,5,24,136,PIT,22
22,SC,13.5,7,0,3,NHL,0,0,2008-09,0,0,14,503,0,51,151,PIT,0
23,,8.6,1,6,0,NHL,13,0,2009-10,1,58,5,285,4,6,114,PIT,11
25,,11.5,2,5,-1,NHL,6,0,2011-12,0,26,3,134,1,6,53,PIT,8
26,,6.0,4,12,-2,NHL,15,0,2012-13,1,67,4,307,0,26,116,PIT,16
27,,15.0,5,8,6,NHL,13,0,2013-14,1,40,6,273,1,8,78,PIT,14
28,,0.0,0,0,-1,NHL,5,0,2014-15,0,11,0,97,0,0,21,PIT,0
29,SC,8.3,2,12,1,NHL,23,0,2015-16,1,72,6,403,4,18,128,PIT,18
30,SC,16.7,9,18,9,NHL,0,0,2016-17,0,60,10,452,1,0,99,PIT,0
