pim,team,assists,plus_minus,points,league,games_played,year,age,goals
24,Guelph Indians,3,0,10,OHA-Jr.,10,1936-37,18,7
41,Guelph Indians,4,0,12,OHA-Jr.,14,1937-38,19,8
18,Pittsburgh Hornets,2,0,3,IAHL,16,1938-39,20,1
69,Kansas City Greyhounds,13,0,17,AHA,25,1938-39,20,4
49,Indianapolis Capitols,10,0,17,IAHL,41,1939-40,21,7
93,2 Teams,13,0,23,AHL,56,1940-41,22,10
33,Indianapolis Capitols,3,0,5,AHL,19,1940-41,22,2
60,Providence Reds,10,0,18,AHL,37,1940-41,22,8
62,Providence Reds,24,0,36,AHL,36,1941-42,23,12
25,Toronto RCAF,2,0,2,OHA-Sr.,8,1942-43,24,0
4,Dartmouth RCAF,3,0,4,NSDHL,3,1943-44,25,1
6,Dartmouth RCAF,1,0,2,NSDHL,4,1944-45,26,1
182,2 Teams,25,0,37,AHL,60,1946-47,28,12
71,St. Louis Flyers,14,0,19,AHL,34,1946-47,28,5
111,Providence Reds,11,0,18,AHL,26,1946-47,28,7
163,Philadelphia Rockets,48,0,72,AHL,68,1947-48,29,24
113,2 Teams,21,0,26,AHL,67,1948-49,30,5
72,Philadelphia Rockets,16,0,18,AHL,46,1948-49,30,2
41,Cleveland Barons,5,0,8,AHL,21,1948-49,30,3
12,Cincinnati Mohawks,2,0,2,AHL,8,1949-50,31,0
28,Louisville Blades,7,0,7,USHL,8,1949-50,31,0
89,Sherbrooke Saints,18,0,25,QSHL,31,1949-50,31,7
