assists,team,goals,year,games_played,points,pim,age,plus_minus,league
18,St. Paul Saints,25,1931-32,35,43,29,22,0,CHL
17,St. Paul Saints,22,1932-33,37,39,63,23,0,CHL
6,Oklahoma City Warriors,16,1933-34,42,22,50,24,0,AHA
30,St. Paul Saints,29,1934-35,47,59,53,25,0,CHL
30,St. Paul Saints,30,1935-36,47,60,37,26,0,AHA
29,St. Louis Flyers,33,1936-37,47,62,25,27,0,AHA
14,St. Louis Flyers,12,1937-38,22,26,13,28,0,AHA
3,Cleveland Barons,3,1937-38,21,6,0,28,0,IAHL
52,Minneapolis Millers,37,1938-39,48,89,38,29,0,AHA
22,Minneapolis Millers,32,1939-40,47,54,27,30,0,AHA
12,Minneapolis Millers,12,1940-41,37,24,20,31,0,AHA
20,Minneapolis Millers,24,1941-42,47,44,24,32,0,AHA
7,Flin Flon Bombers,11,1943-44,24,18,2,34,0,MHL-Sr.
