assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,St. Paul Saints,2,1932-33,4,2,4,23,0,CHL
5,St. Paul Saints,7,1934-35,8,12,8,25,0,CHL
1,St. Paul Saints,2,1935-36,5,3,11,26,0,AHA
3,St. Louis Flyers,4,1936-37,6,7,14,27,0,AHA
0,Cleveland Barons,0,1937-38,2,0,0,28,0,IAHL
0,Minneapolis Millers,4,1938-39,4,4,6,29,0,AHA
1,Minneapolis Millers,0,1939-40,3,1,0,30,0,AHA
0,Minneapolis Millers,0,1940-41,3,0,0,31,0,AHA
3,Flin Flon Bombers,2,1943-44,10,5,0,34,0,MHL-Sr.
0,Edmonton Vics,0,1943-44,4,0,0,34,0,Al-Cup
