bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,1,[],0,4.22,0,0,NHL,0,20,0,0,0,0,0,0,0,0,1930-31,PHQ,0,-2.0,0,3,2,30,1850
0,1,[],0,5.59,0,0,NHL,0,21,0,0,0,0,0,0,15,0,1931-32,TOT,1,-0.6,0,0,1,3,161
0,1,[],0,3.00,0,0,NHL,0,21,0,0,0,0,0,0,6,0,1931-32,BOS,1,0.2,0,0,1,2,120
0,0,[],0,13.17,0,0,NHL,0,21,0,0,0,0,0,0,9,0,1931-32,CBH,0,-0.7,0,0,0,1,41
0,5,[],0,0,0,0,NHL,0,23,0,0,0,0,0,0,47,0,1933-34,TOT,6,8.3,0,8,16,30,1920
0,1,[],0,0.00,0,0,NHL,0,23,0,0,0,0,0,0,0,0,1933-34,MTL,0,0.4,0,0,1,1,60
0,4,[],0,1.52,0,0,NHL,0,23,0,0,0,0,0,0,47,0,1933-34,DET,6,7.8,0,8,15,29,1860
0,1,[],0,2.94,0,0,NHL,0,24,0,0,0,0,0,0,0,0,1934-35,MTL,23,5.2,0,6,19,0,2960
0,6,"[{'link': '/awards/nhl_all_star.html#1936', 'name': None}]",0,2.49,0,0,NHL,0,25,0,0,0,0,0,0,0,0,1935-36,MTL,0,5.2,0,10,11,47,2940
0,5,"[{'link': '/awards/nhl_all_star.html#1937', 'name': None}]",0,2.18,0,0,NHL,0,26,0,0,0,0,0,0,99,0,1936-37,MTL,17,8.4,0,5,22,44,2730
0,3,[],0,2.53,0,0,NHL,0,27,0,0,0,0,0,0,126,0,1937-38,MTL,17,7.5,0,0,18,47,2990
0,2,[],0,3.21,0,0,NHL,0,28,0,0,0,0,0,0,77,0,1938-39,MTL,11,1.8,0,4,8,23,1440
0,0,[],0,3.47,0,0,NHL,0,29,0,0,0,0,0,0,24,0,1939-40,MTL,5,0.3,0,1,1,7,415
0,0,[],0,4.33,0,0,NHL,0,30,0,0,0,0,0,0,13,0,1940-41,MTL,1,-0.1,0,0,2,3,180
