year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2001-02,14,0,0,0,0,Austria-Jr.,1,EV Vienna Capitals Jr.,0
2002-03,15,2,4,2,4,WJ18-B,5,Austria,4
2003-04,16,11,47,10,0,Austria-Jr.,15,EV Vienna Capitals Jr.,21
2003-04,16,15,26,22,0,Austria,25,Vienna Capitals,37
2003-04,16,2,26,3,8,WJ18-B,5,Austria,5
2004-05,17,7,24,9,-18,USHL,44,Sioux Falls Stampede,16
2004-05,17,2,39,2,-1,WJC-B,5,Austria,4
2004-05,17,1,16,1,-1,WJ18-B,4,Austria,2
2005-06,18,29,16,30,13,USHL,58,Sioux Falls Stampede,59
2006-07,19,18,32,28,0,WCHA,40,St. Cloud State Huskies,46
2007-08,20,18,22,26,0,WCHA,40,St. Cloud State Huskies,44
2007-08,20,1,0,0,0,AHL,3,Philadelphia Phantoms,1
2008-09,21,6,20,14,0,AHL,39,Philadelphia Phantoms,20
2009-10,22,14,24,20,-10,AHL,65,Adirondack Phantoms,34
2012-13,25,4,26,11,0,Austria,17,"HC TWK Innsbruck ""Die Haie""",15
2012-13,25,1,0,4,-2,AHL,6,Charlotte Checkers,5
