shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
11.3,0,1996-97,33,1,,0,0,0,53,2,3,-10,3,DET,6,0,0,24,0,NHL,0,0,,0,47,0,9,[],3
10.4,0,1997-98,44,16,,0,0,0,48,1,4,6,17,DET,5,0,0,25,1,NHL,0,0,,0,57,0,22,[],1
13.0,0,1998-99,69,12,1014,0,0,0,100,9,8,-11,21,DET,13,0,0,26,4,NHL,0,0,12:22,0,82,0,34,[],5
18.3,0,1999-00,43,16,871,0,0,0,71,6,9,4,22,DET,13,0,0,27,1,NHL,0,0,12:06,0,72,0,35,[],4
21.6,0,2000-01,40,14,852,0,0,0,74,10,7,-12,24,DET,16,0,0,28,2,NHL,0,0,11:41,0,73,0,40,[],9
10.1,0,2001-02,58,9,855,0,0,0,79,9,2,-12,18,DET,8,0,0,29,1,NHL,0,0,12:23,0,69,0,26,[],6
18.3,0,2002-03,62,11,922,0,0,0,109,9,8,11,20,DET,20,0,0,30,2,NHL,0,0,12:28,0,74,0,40,[],12
20.3,0,2003-04,38,8,830,0,0,0,74,7,9,8,15,DET,15,0,0,31,0,NHL,0,0,12:23,0,67,0,30,[],6
20.7,0,2005-06,66,17,1132,0,0,0,140,13,18,14,30,DET,29,0,0,33,8,NHL,0,0,13:59,0,81,0,59,[],11
17.0,0,2006-07,58,16,1171,0,0,0,176,6,17,13,22,DET,30,0,0,34,5,NHL,0,0,15:13,0,77,0,52,[],13
14.6,1,2007-08,58,13,1035,0,32,236,137,7,9,9,20,DET,20,13,0.0,35,5,NHL,0,7,17:33,58,59,0,40,[],11
18.7,5,2008-09,38,19,809,0,20,133,75,4,6,18,23,DET,14,9,37.5,36,1,NHL,0,4,15:16,48,53,3,37,[],8
19.1,1,2009-10,60,11,1075,0,32,214,131,9,12,5,20,DET,25,25,0.0,37,5,NHL,0,6,15:49,69,68,0,45,[],13
14.4,0,2010-11,62,9,1081,0,26,200,125,10,8,-6,19,DET,18,18,100.0,38,1,NHL,0,11,14:48,81,73,1,37,[],10
11.3,0,2011-12,40,8,879,0,28,153,97,5,1,-9,13,DET,11,16,100.0,39,3,NHL,0,6,11:52,56,74,1,24,[],10
