year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1998-99,16,6,43,10,0,ON-Jr.B,44,Waterloo Siskins,16
1999-00,17,3,47,7,0,OHL,57,Plymouth Whalers,10
2000-01,18,12,98,36,0,OHL,60,Plymouth Whalers,48
2001-02,19,14,92,24,32,OHL,51,Plymouth Whalers,38
2002-03,20,14,138,41,16,OHL,58,Plymouth Whalers,55
2003-04,21,2,38,14,8,AHL,59,Bridgeport Sound Tigers,16
2004-05,22,7,65,13,-12,AHL,61,Bridgeport Sound Tigers,20
2005-06,23,3,88,20,-13,AHL,78,Bridgeport Sound Tigers,23
2006-07,24,7,99,17,0,Germany,50,Eisbaren Berlin,24
2007-08,25,2,98,4,0,Finland,33,2 Teams,6
2007-08,25,1,53,0,0,Finland,18,HPK Hameenlinna,1
2007-08,25,1,45,4,0,Finland,15,Jokerit Helsinki,5
2008-09,26,1,76,9,0,Germany,47,Sinupret Ice Tigers Nurnberg,10
