pim,team,assists,plus_minus,points,league,games_played,year,age,goals
60,University of Minnesota,20,0,43,WCHA,32,1969-70,18,23
20,University of Minnesota,16,0,30,WCHA,32,1970-71,19,14
19,University of Minnesota,2,0,10,WCHA,13,1971-72,20,8
14,United States,3,0,4,WEC-A,10,1975-76,24,1
2,Springfield Indians,3,0,5,AHL,7,1978-79,27,2
35,Springfield Indians,6,0,20,AHL,24,1979-80,28,14
36,Tulsa Oilers,32,0,60,CHL,60,1980-81,29,28
76,Nashville South Stars,77,0,106,CHL,80,1981-82,30,29
6,United States,0,0,0,WEC-A,7,1981-82,30,0
0,Wichita Wind,12,0,20,CHL,10,1982-83,31,8
8,Maine Mariners,13,0,30,AHL,25,1983-84,32,17
