bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,1,0,2.77,0,0,QAAA,0,15,0,0,0,0,0,0,36,0,1999-00,C.C. Lemoyne Riverains,9,0,0,4,15,780
0,0,0,4.05,0,0,QMJHL,0,16,0,0,0,0,0,0,115,0,2000-01,Cape Breton Screaming Eagles,13,0,2,12,35,1705
0,2,0,2.78,0,0,QMJHL,0,17,0,0,0,0,0,0,141,0,2001-02,Cape Breton Screaming Eagles,14,0,8,26,55,3043
0,2,2,3.36,0,0,QMJHL,0,18,0,0,10,0,0,0,162,0,2002-03,Cape Breton Screaming Eagles,24,2,6,17,51,2889
0,1,1,1.57,0,97,WJC-A,0,18,0,90,0,0,0,0,7,.928,2002-03,Canada,2,1,1,2,5,267
0,0,2,1.98,0,297,QMJHL,0,19,0,277,0,0,0,0,20,.933,2003-04,Cape Breton Screaming Eagles,1,2,1,8,10,606
0,1,0,1.81,0,0,WJC-A,0,19,0,0,0,0,0,0,9,0,2003-04,Canada,1,0,0,4,5,299
0,5,0,2.52,0,1286,AHL,0,20,0,1159,2,0,0,0,127,.901,2004-05,Wilkes-Barre Penguins,19,0,4,26,54,3029
0,0,1,1.57,0,312,AHL,0,21,0,293,2,0,0,0,19,.939,2005-06,Wilkes-Barre Penguins,2,1,0,10,12,727
0,0,0,1.41,0,140,AHL,0,23,0,133,0,0,0,0,7,.950,2007-08,Wilkes-Barre Penguins,2,0,0,3,5,297
0,0,0,0,0,0,OG,0,25,0,0,0,0,0,0,0,0,2009-10,Canada,0,0,0,0,0,0
