assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Wilkes-Barre Scranton Pens,0,2002-03,2,0,0,23,0,AHL
2,Wilkes-Barre Penguins,2,2003-04,6,4,0,24,2,AHL
2,Wilkes-Barre Penguins,1,2004-05,10,3,2,25,-2,AHL
0,Wilkes-Barre Penguins,1,2005-06,9,1,0,26,-1,AHL
1,Grand Rapids Griffins,1,2006-07,6,2,2,27,2,AHL
0,Jokerit Helsinki,0,2007-08,11,0,0,28,0,Finland
3,ERC Ingolstadt,1,2009-10,9,4,6,30,0,Germany
2,ERC Ingolstadt,0,2010-11,4,2,0,31,0,Germany
