assists,year,games_played,points,goals,team,age,pim,plus_minus,league
14,1994-95,34,42,28,Laval-Laurentides,16,68,0,QAAA
25,1995-96,67,68,43,Moncton Alpines,17,59,0,QMJHL
24,1996-97,70,65,41,3 Teams,18,44,0,QMJHL
2,1996-97,6,6,4,Moncton Wildcats,18,0,0,QMJHL
14,1996-97,37,30,16,Laval Titan,18,22,0,QMJHL
8,1996-97,27,29,21,Rouyn-Noranda Huskies,18,22,0,QMJHL
67,1997-98,60,133,66,Rouyn-Noranda Huskies,19,50,40,QMJHL
13,1998-99,69,30,17,Albany River Rats,20,37,0,AHL
30,1999-00,80,65,35,Albany River Rats,21,47,-9,AHL
28,2000-01,69,62,34,Albany River Rats,22,52,-8,AHL
3,2001-02,10,4,1,2 Teams,23,4,1,AHL
2,2001-02,6,2,0,Albany River Rats,23,2,0,AHL
1,2001-02,4,2,1,Utah Grizzlies,23,2,1,AHL
14,2002-03,49,35,21,San Antonio Rampage,24,28,4,AHL
9,2003-04,20,21,12,Hamilton Bulldogs,25,19,4,AHL
5,2004-05,7,10,5,HC Ajoie,26,12,0,Swiss-2
13,2005-06,38,25,12,Hamilton Bulldogs,27,23,2,AHL
7,2006-07,16,9,2,Jokerit Helsinki,28,12,0,Finland
20,2006-07,27,57,37,Innsbrucker EV,28,12,0,Austria
17,2007-08,44,40,23,Innsbrucker EV,29,18,0,Austria
5,2008-09,40,19,14,Traktor Chelyabinsk,30,28,0,KHL
