power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
2,9,9,0,NHL,1982-83,18,5,MNS,,4,18,-8,0,26,,,19.2,3
0,16,14,0,NHL,1983-84,19,2,MNS,,12,6,-2,1,33,,,6.1,1
0,9,6,0,NHL,1984-85,20,2,MNS,,4,9,-2,1,26,,,7.7,1
3,5,5,0,NHL,1985-86,21,5,MNS,,0,16,1,0,16,,,0,2
2,5,5,0,NHL,1988-89,24,2,MNS,,3,8,-5,0,15,,,13.3,0
3,7,7,1,NHL,1989-90,25,4,MNS,,3,10,-4,0,28,,,14.3,1
6,23,29,1,NHL,1990-91,26,10,MNS,,19,30,-6,0,68,,,14.7,4
2,7,8,1,NHL,1991-92,27,4,MNS,,4,14,-4,0,14,,,28.6,2
2,18,15,0,NHL,1992-93,28,6,MTL,,9,18,6,0,72,,SC,8.3,4
0,6,3,0,NHL,1993-94,29,1,MTL,,2,2,-2,0,16,,,6.3,1
0,6,2,1,NHL,1995-96,31,2,TBL,,0,4,-2,0,19,,,10.5,2
1,11,6,0,NHL,1996-97,32,2,MDA,,4,2,-7,0,36,,,5.6,1
2,21,13,1,NHL,1997-98,33,6,WSH,,7,6,6,0,62,,,9.7,4
