average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,65,3,1,NHL,18,13,27,-12,184,19,15,2,15,1982-83,MNS,35,30,"[{'link': '/awards/voting-1983.html#calder', 'name': 'Calder-4'}]",19.0,,78
,83,5,5,NHL,19,29,66,-2,236,22,14,1,12,1983-84,MNS,41,42,[],17.4,,78
,62,3,1,NHL,20,19,72,-18,211,17,8,1,16,1984-85,MNS,26,36,[],12.3,,78
,79,2,2,NHL,21,29,46,16,256,18,11,1,18,1985-86,MNS,31,48,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-8'}]",12.1,,77
,53,2,1,NHL,22,11,34,-13,200,17,8,1,15,1986-87,MNS,26,27,[],13.0,,65
,81,4,1,NHL,23,24,81,-8,283,18,21,1,16,1987-88,MNS,40,41,"[{'link': '/awards/voting-1988.html#AS', 'name': 'AS-11'}]",14.1,,77
,50,4,0,NHL,24,13,55,-14,196,16,7,0,14,1988-89,MNS,23,27,[],11.7,,60
,99,9,1,NHL,25,24,72,-3,300,33,21,1,19,1989-90,MNS,55,44,"[{'link': '/awards/nhl_all_star.html#1990', 'name': None}]",18.3,,0
,75,4,0,NHL,26,24,43,-13,296,18,17,0,16,1990-91,MNS,35,40,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-5'}]",11.8,,80
,75,4,1,NHL,27,24,41,-20,255,17,12,1,20,1991-92,MNS,30,45,[],11.8,,80
,88,5,0,NHL,28,29,44,4,260,24,16,0,19,1992-93,MTL,40,48,[],15.4,,82
,71,2,0,NHL,29,24,36,9,251,20,13,0,14,1993-94,MTL,33,38,[],13.1,,77
,16,1,0,NHL,30,4,8,-7,110,7,1,0,4,1994-95,MTL,8,8,[],7.3,,41
,49,4,0,NHL,31,12,39,-14,190,10,13,0,14,1995-96,TBL,23,26,[],12.1,,79
,31,1,0,NHL,32,12,22,-15,168,8,8,0,3,1996-97,TOT,16,15,[],9.5,,69
,3,0,0,NHL,32,2,0,-4,17,1,0,0,0,1996-97,TBL,1,2,[],5.9,,7
,28,1,0,NHL,32,10,22,-11,151,7,8,0,3,1996-97,MDA,15,13,[],9.9,,62
,9,2,0,NHL,33,3,6,-3,26,1,5,0,0,1997-98,WSH,6,3,[],23.1,,11
15:14,36,3,0,NHL,34,16,26,-12,166,9,8,0,3,1998-99,WSH,17,19,[],10.2,1158,76
