pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Gloucester Rangers,0,0,0,ON-Jr.A,5,2002-03,16,0
107,Gloucester Rangers,11,0,11,ON-Jr.A,52,2003-04,17,0
22,Gloucester Rangers,5,0,5,ON-Jr.A,11,2004-05,18,0
96,Kitchener Rangers,8,3,8,OHL,58,2004-05,18,0
129,Kitchener Rangers,5,13,5,OHL,59,2005-06,19,0
2,Albany River Rats,0,3,0,AHL,4,2005-06,19,0
73,Lowell Devils,8,-5,9,AHL,71,2006-07,20,1
96,Lowell Devils,17,-7,18,AHL,79,2007-08,21,1
152,Lowell Devils,14,-5,17,AHL,74,2008-09,22,3
0,Albany Devils,1,-3,1,AHL,5,2010-11,24,0
67,2 Teams,7,15,7,AHL,45,2011-12,25,0
35,Syracuse Crunch,5,13,5,AHL,25,2011-12,25,0
32,Toronto Marlies,2,2,2,AHL,20,2011-12,25,0
114,Toronto Marlies,3,9,5,AHL,30,2012-13,26,2
45,Albany Devils,2,-1,3,AHL,18,2014-15,28,1
