assists,year,games_played,points,goals,team,age,pim,plus_minus,league
49,1991-92,34,83,34,Edmonton Freeze,15,101,0,AMHL
8,1992-93,45,20,12,Kamloops Blazers,16,15,0,WHL
40,1993-94,69,67,27,Kamloops Blazers,17,31,0,WHL
62,1994-95,72,114,52,Kamloops Blazers,18,34,0,WHL
89,1995-96,62,148,59,Kamloops Blazers,19,37,0,WHL
3,1995-96,6,5,2,Canada,19,6,0,WJC-A
25,1996-97,40,50,25,2 Teams,20,12,0,AHL
24,1996-97,39,48,24,Springfield Falcons,20,12,0,AHL
1,1996-97,1,2,1,Saint John Flames,20,0,0,AHL
13,1997-98,48,46,33,Saint John Flames,21,24,12,AHL
21,1998-99,51,46,25,Saint John Flames,22,26,-13,AHL
7,1999-00,12,13,6,Saint John Flames,23,8,2,AHL
34,2002-03,62,63,29,Houston Aeros,26,58,13,AHL
32,2003-04,42,59,27,HC Ambri-Piotta,27,84,0,Swiss
35,2004-05,41,58,23,HC Ambri-Piotta,28,30,0,Swiss
24,2005-06,44,59,35,HC Ambri-Piotta,29,18,0,Swiss
31,2006-07,44,52,21,HC Ambri-Piotta,30,50,0,Swiss
22,2007-08,26,40,18,HC Ambri-Piotta,31,22,0,Swiss
20,2008-09,40,41,21,HC Lugano,32,8,0,Swiss
35,2009-10,50,62,27,HC Lugano,33,16,0,Swiss
2,2009-10,5,3,1,Switzerland,33,4,0,Olympics
27,2010-11,48,43,16,HC Lugano,34,16,0,Swiss
19,2011-12,48,33,14,HC Lugano,35,18,0,Swiss
4,2012-13,17,10,6,HC Lugano,36,8,0,Swiss
