game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-3,30,0,23,3,1996-97,2,0,3,2,,NHL,10.0,1,20,9,[],6,1,,TOT
0,-4,14,0,13,1,1996-97,1,0,2,1,,NHL,14.3,0,20,7,[],3,1,,HAR
0,1,16,0,10,2,1996-97,1,0,1,1,,NHL,6.3,1,20,2,[],3,0,,CGY
1,4,70,0,31,7,1997-98,7,0,9,1,,NHL,12.9,0,21,6,[],16,8,,CGY
0,-4,45,0,23,5,1998-99,4,0,5,3,12:59,NHL,11.1,1,22,11,[],10,2,299,CGY
1,-21,125,0,59,18,1999-00,11,0,11,1,14:36,NHL,8.8,7,23,16,[],29,10,861,TOT
1,0,57,0,32,9,1999-00,7,0,5,1,12:39,NHL,8.8,2,23,12,[],14,4,405,CGY
0,-21,68,0,27,9,1999-00,4,0,6,0,16:55,NHL,8.8,5,23,4,[],15,6,457,ATL
1,-9,150,0,63,12,2000-01,11,0,15,4,14:21,NHL,10.0,1,24,18,[],27,11,904,ATL
1,-23,144,0,67,16,2001-02,14,0,9,1,13:58,NHL,6.3,2,25,44,[],25,8,936,TOT
1,-18,87,0,40,11,2001-02,10,0,8,1,14:51,NHL,9.2,1,25,34,[],19,7,594,ATL
0,-5,57,0,27,5,2001-02,4,0,1,0,12:40,NHL,1.8,1,25,10,[],6,1,342,MIN
0,0,1,0,1,0,2002-03,0,0,0,0,11:11,NHL,0.0,0,26,0,[],0,0,11,MIN
