goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,won,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1982-83,14,,160,0,0,0,0,0,0,WIN,0,0,0,5.25,22,NHL,0,0,3,0,0,3
125,-4.57,0,1984-85,23,,309,0,0,0,133,156,0,WIN,0,0,0,4.47,24,NHL,.853,0,6,0,2,4
0,0,0,1985-86,6,,68,0,0,0,25,31,0,WIN,0,0,0,5.29,25,NHL,.806,0,2,0,0,1
102,-0.75,0,1986-87,32,,708,0,2,0,276,308,0,MTL,0,0,0,2.71,26,NHL,.896,0,13,0,6,5
0,0,0,1987-88,9,,230,0,0,0,76,85,0,MTL,0,0,0,2.35,27,NHL,.894,0,4,0,2,2
0,0,0,1988-89,7,,124,0,0,0,47,54,0,MTL,0,0,0,3.39,28,NHL,.870,0,2,0,1,1
0,0,0,1989-90,2,,33,0,0,0,16,18,0,MTL,0,0,0,3.64,29,NHL,.889,0,1,0,0,0
0,0,0,1990-91,11,,171,0,0,0,64,75,0,MNS,0,0,0,3.86,30,NHL,.853,0,6,0,0,2
