bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,2,[],1,2.86,-0.70,864,NHL,0,23,0,778,4,0,0,101,86,.900,2005-06,COL,10,5.2,1,6,14,34,1803
0,3,[],2,2.68,-0.96,1499,NHL,0,24,0,1356,0,0,0,101,143,.905,2006-07,COL,16,9.1,2,6,31,57,3199
6,0,[],1,2.57,-4.87,849,NHL,12,25,.400,767,2,0,30,106,82,.903,2007-08,COL,10,4.7,1,4,16,35,1912
14,2,[],1,2.86,-13.90,1531,NHL,27,26,.491,1377,0,0,55,110,154,.899,2008-09,COL,29,7.6,1,5,20,56,3232
1,1,[],1,2.64,2.25,386,NHL,8,27,.727,354,0,0,11,93,32,.917,2009-10,COL,5,2.6,1,2,5,15,728
7,1,[],1,3.20,-22.50,1234,NHL,13,28,.333,1104,6,0,39,121,130,.895,2010-11,COL,21,4.7,1,4,15,45,2439
0,0,[],3,2.55,-0.08,508,NHL,8,29,.471,464,2,0,17,100,44,.913,2011-12,MTL,7,3.1,3,5,5,17,1037
2,1,[],0,2.29,-0.95,273,NHL,6,30,.600,248,0,0,10,104,25,.908,2012-13,MTL,1,1.6,0,1,8,13,656
3,1,[],0,2.51,-3.01,615,NHL,9,31,.429,559,6,0,21,106,56,.909,2013-14,MTL,8,3.4,0,3,10,24,1338
0,0,[],0,3.87,0,28,NHL,0,33,.000,24,0,0,1,0,4,.857,2015-16,LAK,0,0.0,0,0,1,1,62
7,7,[],1,2.18,2.37,1414,NHL,32,34,.582,1294,0,0,55,98,120,.915,2016-17,TOT,21,8.6,1,3,30,60,3308
7,7,[],1,2.12,4.29,1286,NHL,31,34,.608,1179,0,0,51,96,107,.917,2016-17,LAK,20,8.1,1,3,27,53,3029
0,0,[],0,2.80,0,128,NHL,1,34,.250,115,0,0,4,0,13,.898,2016-17,TBL,1,0.5,0,0,3,7,279
