pim,team,assists,plus_minus,points,league,games_played,year,age,goals
19,Montreal Jr. Royals,0,0,3,QJHL,4,1933-34,19,3
6,Verdun Jr. Maple Leafs,1,0,4,QJHL,6,1934-35,20,3
6,Montreal Royals,2,0,2,MCHL,7,1934-35,20,0
4,Verdun Jr. Maple Leafs,0,0,2,QJHL,2,1935-36,21,2
0,Verdun Maple Leafs,0,0,0,MCHL,7,1935-36,21,0
2,Quebec Aces,2,0,3,QSHL,6,1936-37,22,1
6,Quebec Aces,3,0,4,Al-Cup,5,1936-37,22,1
0,Springfield Indians,0,0,0,IAHL,3,1938-39,24,0
