pim,team,assists,plus_minus,points,league,games_played,year,age,goals
14,Niagara Falls Flyers,1,0,4,OHA-Jr.,6,1971-72,18,3
0,Sudbury Wolves,2,0,2,OHA-Jr.,4,1972-73,19,0
4,New Haven Nighthawks,2,0,4,AHL,10,1973-74,20,2
8,New Haven Nighthawks,12,0,18,AHL,16,1974-75,21,6
0,New Haven Nighthawks,1,0,1,AHL,3,1975-76,22,0
0,New Haven Nighthawks,2,0,4,AHL,6,1976-77,23,2
2,New Haven Nighthawks,6,0,8,AHL,15,1977-78,24,2
2,New Haven Nighthawks,9,0,12,AHL,10,1978-79,25,3
4,New Haven Nighthawks,4,0,4,AHL,7,1979-80,26,0
2,Binghamton Whalers,3,0,7,AHL,6,1980-81,27,4
