pim,team,assists,plus_minus,points,league,games_played,year,age,goals
53,Niagara Falls Flyers,22,0,45,OHA-Jr.,63,1971-72,18,23
84,Sudbury Wolves,81,0,117,OHA-Jr.,67,1972-73,19,36
28,New Haven Nighthawks,18,0,27,AHL,66,1973-74,20,9
51,New Haven Nighthawks,47,0,76,AHL,76,1974-75,21,29
35,New Haven Nighthawks,31,0,69,AHL,76,1975-76,22,38
36,New Haven Nighthawks,56,0,93,AHL,80,1976-77,23,37
17,New Haven Nighthawks,54,0,86,AHL,80,1977-78,24,32
24,New Haven Nighthawks,32,0,68,AHL,77,1978-79,25,36
43,New Haven Nighthawks,43,0,66,AHL,79,1979-80,26,23
31,Binghamton Whalers,33,0,50,AHL,74,1980-81,27,17
0,Collingwood Royals,42,0,63,OHA-Int.,30,1981-82,28,21
0,Collingwood Royals,36,0,58,OHA-Sr.,30,1982-83,29,22
0,Collingwood Royals,53,0,93,OHA-Sr.,37,1983-84,30,40
0,Collingwood Royals,34,0,55,OHA-Sr.,36,1985-86,32,21
