game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-1,2,0,2,0,2000-01,0,0,0,0,11:30,NHL,0.0,0,21,0,[],0,0,23,PHI
1,1,3,0,3,0,2001-02,0,0,1,0,8:12,NHL,33.3,0,22,0,[],1,1,25,PHI
