assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1999-00,5,3,0,Philadelphia Phantoms,20,2,0,AHL
9,2000-01,10,13,4,Philadelphia Phantoms,21,4,0,AHL
4,2002-03,15,6,2,HC CSOB Pojistovna Pardubice,23,12,0,CzRep
2,2003-04,7,2,0,HC Moeller Pardubice,24,4,0,CzRep
5,2004-05,16,6,1,HC Moeller Pardubice,25,6,0,CzRep
6,2005-06,15,7,1,HC Slavia Praha,26,8,0,CzRep
6,2006-07,13,10,4,EHC Basel,27,18,0,Swiss
2,2007-08,3,2,0,HC Lasselsberger Plzen,28,6,0,CzRep
4,2008-09,7,7,3,HC Moeller Pardubice,29,10,0,CzRep
2,2010-11,7,4,2,BK Mlada Boleslav,31,10,0,CzRep-Q
20,2011-12,20,26,6,HC Kometa Brno,32,16,0,CzRep
