power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,6,1,0,NHL,2003-04,27,0,CGY,111,1,4,2,0,3,,,0.0,0
0,6,1,0,NHL,2005-06,29,0,PHI,110,1,19,-5,0,3,,,0.0,0
