year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1987-88,16,11,34,16,0,Fin-Jr.,21,Kiekkoreipas Lahti Jr.,27
1988-89,17,4,30,10,0,Fin-Jr.,15,Kiekkoreipas Lahti Jr.,14
1988-89,17,3,6,4,0,EJC-A,6,Finland,7
1989-90,18,11,20,19,0,Finland-2,31,Hockey-Reipas Lahti,30
1989-90,18,10,50,16,0,Fin-Jr.,18,2 Teams,26
1989-90,18,4,6,9,0,Fin-Jr.,8,PvUK Lahti Jr.,13
1989-90,18,6,44,7,0,Fin-Jr.,10,Hockey-Reipas Lahti Jr.,13
1990-91,19,0,0,4,0,Fin-Jr.,1,Hockey-Reipas Lahti Jr.,4
1990-91,19,9,20,20,0,Finland,39,Hockey-Reipas Lahti,29
1990-91,19,3,12,10,0,WJC-A,7,Finland,13
1991-92,20,10,46,14,0,Finland,42,Hockey-Reipas Lahti,24
1992-93,21,21,63,27,0,Finland,48,KalPa Kuopio,48
1993-94,22,29,22,29,0,Finland,48,TPS Turku,58
1993-94,22,0,2,0,0,Nat-Tm,5,Finland,0
1994-95,23,15,22,8,0,Sweden,22,Vastra Frolunda HC Goteborg,23
1994-95,23,14,20,16,0,Sweden-Q,18,Vastra Frolunda HC Goteborg,30
1994-95,23,3,12,4,0,Nat-Tm,17,Finland,7
1995-96,24,17,64,14,0,Sweden,40,Vastra Frolunda HC Goteborg,31
1995-96,24,4,12,1,0,Nat-Tm,8,Finland,5
1996-97,25,4,16,7,0,Sweden,13,Vastra Frolunda HC Goteborg,11
1996-97,25,8,18,16,0,AHL,23,Saint John Flames,24
1996-97,25,1,6,0,0,WC-A,8,Finland,1
1997-98,26,14,61,20,0,Sweden,43,Vastra Frolunda HC Goteborg,34
1998-99,27,12,57,21,0,Sweden,47,Vastra Frolunda HC Goteborg,33
1999-00,28,18,36,18,0,Sweden,50,Farjestads BK Karlstad,36
2000-01,29,20,60,16,0,Sweden,48,Farjestads BK Karlstad,36
2001-02,30,12,32,5,0,Sweden,50,Farjestads BK Karlstad,17
2002-03,31,10,42,24,0,Sweden,50,Farjestads BK Karlstad,34
2003-04,32,19,18,21,0,Finland,51,Jokerit Helsinki,40
2004-05,33,16,20,24,0,Finland,56,Jokerit Helsinki,40
2005-06,34,3,14,5,0,Finland,16,Jokerit Helsinki,8
2005-06,34,2,4,4,0,Sweden,11,Timra IK,6
2006-07,35,12,30,29,0,Finland,56,Pelicans Lahti,41
2007-08,36,18,30,24,0,Finland,56,Pelicans Lahti,42
2008-09,37,16,40,29,0,Finland,53,Pelicans Lahti,45
2009-10,38,15,40,22,0,Finland,54,Pelicans Lahti,37
