pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Ottawa New Edinburghs,0,0,0,OCHL,2,1916-17,12,0
0,Montreal Canadiens,0,0,0,St-Cup,3,1923-24,19,0
2,London Panthers,0,0,0,Can-Pro,4,1926-27,22,0
10,Quebec Castors,0,0,1,Can-Am,6,1927-28,23,1
