power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,3,2,0,NHL,1980-81,22,2,BOS,,0,9,-1,0,4,,,50.0,2
0,11,4,0,NHL,1981-82,23,2,BOS,,2,14,3,0,31,,,6.5,2
1,17,7,0,NHL,1982-83,24,1,BOS,,6,54,3,0,26,,,3.8,0
0,3,0,0,NHL,1983-84,25,0,BOS,,0,7,-1,0,2,,,0.0,0
0,4,5,1,NHL,1984-85,26,3,BOS,,2,19,3,0,7,,,42.9,3
0,3,2,0,NHL,1985-86,27,2,BOS,,0,21,1,0,10,,,20.0,2
0,4,1,0,NHL,1986-87,28,0,BOS,,1,4,-1,0,6,,,0.0,0
1,0,12,0,NHL,1987-88,29,3,BOS,,9,44,0,0,28,,,10.7,2
0,10,2,0,NHL,1988-89,30,0,BOS,,2,37,4,0,7,,,0.0,0
0,7,1,0,NHL,1989-90,31,1,LAK,,0,9,-1,0,8,,,12.5,1
