assists,year,games_played,points,goals,team,age,pim,plus_minus,league
28,1978-79,38,58,30,Laval-Laurentides,15,71,0,QAAA
33,1979-80,42,66,33,Laval-Laurentides,16,70,0,QAAA
53,1980-81,69,96,43,Chicoutimi Sagueneens,17,89,0,QMJHL
60,1981-82,62,115,55,Chicoutimi Sagueneens,18,94,0,QMJHL
19,1983-84,37,28,9,Hershey Bears,20,51,0,AHL
1,1984-85,18,4,3,2 Teams,21,23,0,AHL
1,1984-85,6,2,1,Hershey Bears,21,10,0,AHL
0,1984-85,12,2,2,Fredericton Express,21,13,0,AHL
20,1985-86,75,35,15,Maine Mariners,22,57,0,AHL
40,1986-87,34,75,35,HC Auronzo,23,52,0,Italy
