shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,240,4,0,1937-38,0,0,2.75,QJHL,0,11,0,0,0,0,0,19,0,0,0,0,Verdun Jr. Maple Leafs
0,0,0,0,300,5,0,1937-38,0,2,2.80,M-Cup,0,14,0,0,2,0,0,19,0,2,0,0,Verdun Jr. Maple Leafs
0,0,0,0,360,6,0,1938-39,0,0,3.33,QPHL,0,20,0,0,0,0,0,20,0,0,0,0,Lachine Rapides
0,0,0,0,480,8,0,1939-40,0,6,2.75,QPHL,0,22,0,0,2,0,0,21,0,1,0,0,Sherbrooke Red Raiders
0,0,0,0,120,2,0,1939-40,0,0,8.00,Al-Cup,0,16,0,0,2,0,0,21,0,0,0,0,Sherbrooke Red Raiders
0,0,0,0,240,4,0,1940-41,0,0,3.50,QSHL,0,14,0,0,0,0,0,22,0,0,0,0,Cornwall Flyers
0,0,0,0,310,5,0,1941-42,0,2,3.68,QSHL,0,19,0,0,3,0,0,23,0,0,0,0,Cornwall Flyers
0,0,0,0,300,5,0,1944-45,0,1,3.60,AHL,0,18,0,0,4,0,0,26,0,0,0,0,Indianapolis Capitols
0,0,0,0,730,12,0,1945-46,0,8,2.88,AHL,0,35,0,0,4,0,0,27,0,1,0,0,Buffalo Bisons
0,0,0,0,240,4,0,1946-47,0,2,3.25,AHL,0,13,0,0,2,0,0,28,0,0,0,0,Buffalo Bisons
0,0,0,0,480,8,0,1947-48,0,4,3.50,AHL,0,28,0,0,4,0,0,29,0,0,0,0,Buffalo Bisons
0,0,0,0,120,2,0,1949-50,0,0,5.50,AHL,0,11,0,0,2,0,0,31,0,0,0,0,Buffalo Bisons
0,0,0,0,273,4,0,1950-51,0,0,4.18,AHL,0,19,0,0,4,0,0,32,0,0,0,0,Buffalo Bisons
0,0,0,0,430,7,0,1952-53,0,3,2.93,QMHL,0,21,0,0,4,0,0,34,0,0,0,0,Sherbrooke Saints
