shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,720,12,0,1937-38,0,0,1.83,QJHL,0,22,0,0,0,0,0,19,0,2,0,0,Verdun Jr. Maple Leafs
0,0,0,0,60,1,0,1937-38,0,1,2.00,QSHL,0,2,0,0,0,0,0,19,0,0,0,0,Verdun Maple Leafs
0,0,0,0,2280,38,0,1938-39,0,0,3.32,QPHL,0,126,0,0,0,0,0,20,0,2,0,0,Lachine Rapides
0,0,0,0,2460,41,0,1939-40,0,0,3.17,QPHL,0,130,0,0,0,0,0,21,0,4,0,0,Sherbrooke Red Raiders
0,0,0,0,2040,34,0,1940-41,0,0,3.59,QSHL,0,122,0,0,0,0,0,22,0,1,0,0,Cornwall Flyers
0,0,3,0,2220,37,0,1941-42,0,20,3.30,QSHL,0,122,0,0,14,0,0,23,0,1,0,0,Cornwall Flyers
0,0,0,0,280,5,0,1942-43,0,0,3.00,QSHL,0,14,0,0,0,0,0,24,0,0,0,0,Cornwall Army
0,0,6,0,2340,39,0,1944-45,0,14,3.10,AHL,0,121,0,0,19,0,0,26,0,3,0,0,Indianapolis Capitols
0,0,5,0,2520,42,0,1945-46,0,25,2.95,AHL,0,124,0,0,12,0,0,27,0,1,0,0,2 Teams
0,0,1,0,480,8,0,1945-46,0,1,5.00,AHL,0,40,0,0,6,0,0,27,0,0,0,0,St. Louis Flyers
0,0,4,0,2040,34,0,1945-46,0,24,2.47,AHL,0,84,0,0,6,0,0,27,0,1,0,0,Buffalo Bisons
0,0,11,0,3660,61,0,1946-47,0,33,2.72,AHL,0,166,0,0,17,0,0,28,0,6,0,0,Buffalo Bisons
0,0,2,0,2580,43,0,1947-48,0,26,3.60,AHL,0,155,0,0,15,0,0,29,0,2,0,0,Buffalo Bisons
0,0,0,0,420,7,0,1947-48,0,4,4.29,USHL,0,30,0,0,3,0,0,29,0,0,0,0,Houston Huskies
0,0,8,0,4080,68,0,1948-49,0,33,3.13,AHL,0,213,0,0,27,0,0,30,0,4,0,0,Buffalo Bisons
0,0,0,0,60,1,0,1948-49,0,1,2.00,QSHL,0,2,0,0,0,0,0,30,0,0,0,0,New York Rovers
0,0,4,0,2040,34,0,1949-50,0,15,2.71,AHL,0,92,0,0,15,0,0,31,0,3,0,0,Buffalo Bisons
0,0,0,0,240,4,0,1949-50,0,0,6.75,USHL,0,27,0,0,4,0,0,31,0,0,0,0,Louisville Blades
0,0,4,0,3840,63,0,1950-51,0,35,4.05,AHL,0,259,0,0,24,0,0,32,0,1,0,0,Buffalo Bisons
0,0,3,0,820,13,0,1952-53,0,3,2.78,QMHL,0,38,0,0,7,0,0,34,0,1,0,0,Sherbrooke Saints
0,0,1,0,1079,18,0,1953-54,0,7,4.73,MMHL,0,85,0,0,9,0,0,35,0,0,0,0,Glace Bay Miners
