year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1929-30,19,9,29,11,0,IHL,41,Detroit Olympics,20
1930-31,20,3,30,5,0,IHL,21,Detroit Olympics,8
1931-32,21,10,32,8,0,IHL,46,Detroit Olympics,18
1932-33,22,7,25,6,0,IHL,34,Detroit Olympics,13
1933-34,23,5,16,2,0,IHL,43,Buffalo Bisons,7
1934-35,24,7,4,11,0,IHL,39,2 Teams,18
1934-35,24,3,0,1,0,IHL,7,Cleveland Falcons,4
1934-35,24,4,4,10,0,IHL,32,Buffalo Bisons,14
1935-36,25,5,10,14,0,IHL,47,Buffalo Bisons,19
1936-37,26,3,4,2,0,IAHL,11,Buffalo Bisons,5
1936-37,26,4,5,4,0,PCHL,26,Seattle Seahawks,8
1937-38,27,10,23,12,0,MOHL,28,Detroit Pontiacs,22
1938-39,28,9,4,6,0,MOHL,27,Detroit Pontiacs,15
1939-40,29,9,11,2,0,MOHL,23,Detroit Pontiacs,11
