league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,5,0,24,3,2,0,,NYR,[],33.3,0,1,1,1,0,1973-74,,1,2,0,1
NHL,61,1,25,38,6,0,,NYR,[],13.2,4,1,0,5,0,1974-75,,1,66,0,1
NHL,58,1,26,30,5,0,,TOT,[],6.7,2,3,-6,2,0,1975-76,,0,64,0,3
NHL,45,1,26,25,5,0,,STL,[],8.0,2,3,-6,2,0,1975-76,,0,47,0,3
NHL,13,0,26,5,0,0,,LAK,[],0.0,0,0,0,0,0,1975-76,,0,17,0,0
NHL,77,1,27,54,7,0,,LAK,[],7.4,4,3,-9,4,0,1976-77,,0,64,0,3
NHL,79,0,28,78,23,0,,LAK,[],9.0,7,16,0,7,0,1977-78,,0,127,0,16
NHL,73,2,29,72,19,1,,LAK,[],12.5,9,10,-5,9,0,1978-79,,0,138,0,9
NHL,75,0,30,56,7,0,,LAK,[],7.1,2,3,-19,4,1,1979-80,,1,91,0,3
NHL,50,1,31,34,12,0,,CGY,[],14.7,5,7,-6,5,0,1980-81,,0,94,0,7
