year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1994-95,18,1,10,4,0,Germany,15,Krefelder EV,5
1995-96,19,6,6,13,0,OHL,16,Guelph Storm,19
1997-98,21,1,2,0,0,AHL,3,Beast of New Haven,1
1998-99,22,2,4,1,0,AHL,12,Kentucky Thoroughblades,3
1999-00,23,2,6,2,0,IHL,6,Orlando Solar Bears,4
2000-01,24,8,14,3,0,IHL,12,Orlando Solar Bears,11
2002-03,26,3,8,5,-2,AHL,14,Manitoba Moose,8
2004-05,28,1,6,2,0,Germany,6,Nurnberg Ice Tigers,3
2005-06,29,2,4,3,0,Germany,5,Krefeld Pinguine,5
2006-07,30,1,0,2,0,Germany,2,Krefeld Pinguine,3
2008-09,32,3,2,1,0,Germany,7,Krefeld Pinguine,4
2010-11,34,6,32,3,0,Germany,8,Krefeld Pinguine,9
2012-13,36,8,10,2,0,Germany,9,Krefeld Pinguine,10
