age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0,0,0,0,NHL,2,0,1958-59,0,0,0,,0,2,,CBH,0
22,,0.0,0,0,-1,NHL,2,0,1959-60,0,2,0,,0,0,,DET,0
26,,0.0,0,1,1,NHL,4,0,1963-64,0,4,0,,0,6,,CBH,1
27,,0.0,0,1,2,NHL,11,0,1964-65,0,5,0,,0,6,,CBH,1
30,,16.7,1,1,-3,NHL,4,0,1967-68,0,6,1,,0,8,,BOS,2
31,,8.3,1,2,4,NHL,10,0,1968-69,0,24,2,,1,17,,BOS,4
32,SC,15.6,5,12,12,NHL,14,0,1969-70,0,32,5,,0,35,,BOS,17
33,,8.7,1,3,2,NHL,7,0,1970-71,1,23,2,,1,22,,BOS,5
34,SC,0,2,12,9,NHL,15,0,1971-72,0,19,5,,3,37,,BOS,17
35,,0,2,1,0,WHA,4,0,1972-73,0,0,3,,1,8,,PHB,4
39,,0,0,1,4,WHA,5,0,1976-77,0,0,2,,0,8,,NEW,3
40,,0,0,6,-2,WHA,14,0,1977-78,1,0,6,,0,16,,NEW,12
41,,0,0,7,1,WHA,10,0,1978-79,1,0,3,,0,10,,NEW,10
