pim,team,assists,plus_minus,points,league,games_played,year,age,goals
24,Winnipeg Warriors,33,0,71,MMMHL,40,1998-99,15,38
35,Calgary Hitmen,6,0,13,WHL,51,1999-00,16,7
33,Calgary Hitmen,10,0,25,WHL,48,2000-01,17,15
61,Calgary Hitmen,27,16,70,WHL,72,2001-02,18,43
51,2 Teams,30,16,71,WHL,66,2002-03,19,41
31,Calgary Hitmen,18,-1,35,WHL,39,2002-03,19,17
20,Moose Jaw Warriors,12,17,36,WHL,27,2002-03,19,24
23,Portland Pirates,7,-10,13,AHL,69,2003-04,20,6
26,Portland Pirates,12,6,26,AHL,71,2004-05,21,14
38,Hershey Bears,10,2,12,AHL,50,2005-06,22,2
4,Toronto Marlies,1,-3,2,AHL,14,2006-07,23,1
32,Columbia Inferno,20,-8,45,ECHL,53,2006-07,23,25
0,Hershey Bears,0,-1,0,AHL,4,2007-08,24,0
41,Columbia Inferno,23,-3,40,ECHL,68,2007-08,24,17
