year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2008-09,18,0,0,0,0,SEL,4,Skelleftea AIK,0
2009-10,19,2,8,0,-2,SEL,36,Skelleftea AIK,2
2010-11,20,4,2,2,2,SEL,40,Skelleftea AIK,6
2010-11,20,2,12,4,3,Swe-1,10,Orebro HK,6
2011-12,21,3,8,2,-8,SEL,44,Skelleftea AIK,5
2012-13,22,13,14,15,20,SEL,44,Skelleftea AIK,28
2013-14,23,9,14,16,-3,SweHL,48,Skelleftea AIK,25
2013-14,23,9,14,16,-3,SHL,48,Skellefte\xc3\x83\xc2\xa5 AIK,25
2014-15,24,5,6,5,-2,AHL,20,Worcester Sharks,10
2015-16,25,0,0,2,0,AHL,4,San Jose Barracuda,2
