league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,16,0,22,22,7,1,,PIT,[],22.7,3,2,-6,5,0,1987-88,,2,8,0,1
NHL,24,3,23,52,15,0,,PIT,[],23.1,8,3,-8,12,0,1988-89,,4,19,0,3
NHL,76,1,24,179,70,10,,PIT,[],16.2,17,41,-13,29,0,1989-90,,12,171,0,31
NHL,80,6,25,253,86,20,,PIT,"[{'link': '/awards/nhl_all_star.html#1991', 'name': None}]",15.8,22,46,-1,40,0,1990-91,,18,133,0,26
NHL,80,4,26,325,123,23,,PIT,"[{'link': '/awards/nhl_all_star.html#1992', 'name': None}, {'link': '/awards/voting-1992.html#hart', 'name': 'Hart-8'}]",16.6,35,69,8,54,0,1991-92,,19,254,0,46
NHL,72,5,27,326,111,18,,PIT,"[{'link': '/awards/nhl_all_star.html#1993', 'name': None}]",16.9,29,56,17,55,0,1992-93,,26,177,0,38
NHL,83,4,28,284,88,20,,PIT,"[{'link': '/awards/voting-1994.html#AS', 'name': 'AS-8'}]",14.4,20,47,-24,41,0,1993-94,,21,155,0,27
NHL,27,4,29,80,27,4,,PIT,[],18.8,9,12,0,15,0,1994-95,,6,51,0,8
NHL,61,1,30,170,36,5,,TOT,[],7.6,7,23,-10,13,0,1995-96,,6,71,0,18
NHL,41,1,30,101,23,2,,BOS,[],9.9,7,13,1,10,0,1995-96,,3,49,0,11
NHL,20,0,30,69,13,3,,LAK,[],4.3,0,10,-11,3,0,1995-96,,3,22,0,7
NHL,69,1,31,175,34,2,,LAK,[],8.0,10,20,-27,14,0,1996-97,,4,96,0,18
NHL,80,3,32,144,41,7,,NYR,[],9.7,9,27,-7,14,0,1997-98,,5,130,0,20
NHL,81,3,33,136,43,6,1231,NYR,[],16.9,15,20,-10,23,0,1998-99,15:12,8,64,0,14
NHL,38,0,34,44,8,0,475,NYR,[],6.8,2,5,-7,3,0,1999-00,12:29,1,43,0,5
NHL,55,0,35,107,32,4,877,TOT,[],9.3,8,22,-6,10,0,2000-01,15:56,2,73,0,18
NHL,23,0,35,31,9,0,293,PHI,[],6.5,2,7,-2,2,0,2000-01,12:43,0,18,0,7
NHL,32,0,35,76,23,4,584,PIT,[],10.5,6,15,-4,8,0,2000-01,18:15,2,55,0,11
NHL,32,0,36,34,5,1,347,PIT,[],2.9,1,4,-9,1,0,2001-02,10:50,0,25,0,3
