goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1955-56,25,360,0,0,0,0,0,0,Stratford Indians,0,0,0,4.17,22,OHA-Sr.,0,0,6,0,0,0
0,0,0,1956-57,50,720,0,0,0,0,0,0,Windsor Bulldogs,0,0,0,4.17,23,OHA-Sr.,0,0,12,0,0,0
0,0,0,1958-59,27,600,0,0,0,0,0,0,Chatham Maroons,1,0,0,2.70,25,NOHA,0,0,10,0,0,0
0,0,0,1959-60,47,1020,0,0,0,0,0,0,Windsor Bulldogs,3,0,0,2.76,26,OHA-Sr.,0,0,17,0,0,0
0,0,0,1960-61,30,846,0,0,0,0,0,0,Portland Buckaroos,2,0,0,2.13,27,WHL,0,0,14,0,10,4
0,0,0,1962-63,22,423,0,0,0,0,0,0,Portland Buckaroos,0,0,0,3.12,29,WHL,0,0,7,0,3,4
0,0,0,1964-65,13,554,0,0,0,0,0,0,Portland Buckaroos,3,0,0,1.41,31,WHL,0,0,9,0,8,1
0,0,0,1966-67,10,225,0,0,0,0,0,0,Portland Buckaroos,0,0,0,2.67,33,WHL,0,0,4,0,0,3
0,0,0,1967-68,20,556,0,0,0,0,0,0,Seattle Totems,2,0,0,2.16,34,WHL,0,0,9,0,8,1
0,0,0,1968-69,19,245,0,0,0,0,0,0,Seattle Totems,0,0,0,4.65,35,WHL,0,0,4,0,0,4
