goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1951-52,107,2220,0,0,0,0,0,0,Toronto Marlboros,4,0,0,2.89,18,OHA-Jr.,0,0,37,0,0,0
0,0,0,1953-54,53,840,0,0,0,0,0,0,Stratford Indians,1,0,0,3.79,20,OHA-Sr.,0,0,14,0,0,0
0,0,0,1954-55,49,780,0,0,0,0,0,0,Stratford Indians,0,0,0,3.77,21,OHA-Sr.,0,0,13,0,0,0
0,0,0,1955-56,186,2820,0,0,0,0,0,0,Stratford Indians,3,0,0,3.96,22,OHA-Sr.,0,0,47,0,0,0
0,0,0,1956-57,144,3000,3,0,0,0,0,0,Windsor Bulldogs,6,0,0,2.88,23,OHA-Sr.,0,0,50,0,30,17
0,0,0,1957-58,168,2940,0,0,0,0,0,0,Chatham Maroons,3,0,0,3.43,24,NOHA,0,0,49,0,0,0
0,0,0,1958-59,152,2820,0,0,0,0,0,0,Chatham Maroons,6,0,0,3.23,25,NOHA,0,0,47,0,0,0
0,0,0,1959-60,138,2860,0,0,0,0,0,0,Windsor Bulldogs,3,0,0,2.90,26,OHA-Sr.,0,0,48,0,0,0
0,0,0,1959-60,12,385,0,0,0,0,0,0,Canada,2,0,0,1.87,26,Olympics,0,0,7,0,5,1
0,0,0,1960-61,192,4290,9,0,0,0,0,0,Portland Buckaroos,7,0,0,2.69,27,WHL,0,0,70,0,38,23
0,0,0,1961-62,16,300,1,0,0,0,0,0,Portland Buckaroos,0,0,0,3.20,28,WHL,0,0,5,0,3,1
0,0,0,1962-63,178,4200,6,0,0,0,0,0,Portland Buckaroos,4,0,0,2.54,29,WHL,0,0,70,0,43,21
0,0,0,1963-64,57,940,1,0,0,0,0,0,Portland Buckaroos,0,0,0,3.64,30,WHL,0,0,16,0,6,9
0,0,0,1964-65,153,3055,4,0,0,0,0,0,Portland Buckaroos,3,0,0,3.00,31,WHL,0,0,51,0,26,20
0,0,0,1965-66,100,2154,3,0,0,0,0,0,Portland Buckaroos,4,0,0,2.79,32,WHL,0,0,36,0,20,12
0,0,0,1966-67,120,2714,5,0,0,0,0,0,Portland Buckaroos,3,0,0,2.65,33,WHL,0,0,44,0,26,13
0,0,0,1967-68,114,2717,4,0,0,0,0,0,Seattle Totems,3,0,0,2.52,34,WHL,0,0,46,0,23,19
0,0,0,1968-69,120,2377,4,0,0,0,0,0,Seattle Totems,1,0,0,3.03,35,WHL,0,0,44,0,22,13
0,0,0,1969-70,71,1200,2,0,0,0,0,0,Seattle Totems,0,0,0,3.55,36,WHL,0,0,20,0,8,10
0,0,0,1970-71,45,769,3,0,0,0,0,0,Seattle Totems,0,0,0,3.51,37,WHL,0,0,16,0,4,7
