assists,team,goals,year,games_played,points,pim,age,plus_minus,league
4,U.S. National Team Development Program,3,2001-02,14,7,6,16,0,U-17
1,U.S. National Team Development Program,2,2001-02,29,3,30,16,0,NAHL
16,U.S. National Team Development Program,6,2002-03,40,22,40,17,0,U-18
2,U.S. National Team Development Program,2,2002-03,8,4,23,17,0,NAHL
3,United States,0,2002-03,6,3,6,17,-2,WJ18-A
14,University of Michigan,1,2003-04,41,15,62,18,0,CCHA
0,United States,0,2003-04,6,0,0,18,2,WJC-A
19,University of Michigan,6,2004-05,40,25,60,19,0,CCHA
4,United States,0,2004-05,7,4,0,19,-1,WJC-A
19,University of Michigan,11,2005-06,41,30,70,20,0,CCHA
21,University of Michigan,6,2006-07,41,27,64,21,0,CCHA
21,Providence Bruins,2,2007-08,55,23,49,22,16,AHL
3,Providence Bruins,0,2008-09,3,3,0,23,-3,AHL
2,United States,2,2012-13,10,4,2,27,0,WC-A
21,Lake Erie Monsters,10,2013-14,52,31,33,28,4,AHL
