shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
0.0,0,2007-08,4,0,138,0,3,11,6,1,0,-1,1,BOS,0,2,0,22,0,NHL,0,6,10:36,8,13,0,1,[],0
10.3,0,2008-09,31,13,900,0,8,113,58,8,6,15,21,BOS,6,10,0,23,1,NHL,0,50,16:59,45,53,0,27,"[{'link': '/awards/voting-2009.html#calder', 'name': 'Calder-14'}]",0
10.0,1,2009-10,32,8,1365,0,20,146,60,0,4,-16,8,BOS,6,8,0.0,24,1,NHL,1,63,17:58,64,76,0,14,[],1
1.0,0,2010-11,25,9,1351,0,36,189,100,3,1,-15,12,TOT,1,26,0,25,0,NHL,0,71,18:31,65,73,0,13,[],0
3.8,0,2010-11,9,2,357,0,7,49,26,0,1,4,2,BOS,1,4,0,25,0,NHL,0,14,16:13,16,22,0,3,[],0
0.0,0,2010-11,16,7,995,0,29,140,74,3,0,-19,10,COL,0,22,0,25,0,NHL,0,57,19:30,49,51,0,10,[],0
7.5,1,2011-12,8,3,596,0,19,76,40,0,3,-3,3,COL,3,11,0.0,26,0,NHL,0,30,18:04,24,33,0,6,[],0
0.0,0,2012-13,16,6,925,0,22,112,57,0,0,4,6,COL,0,30,0,27,0,NHL,0,59,21:31,40,43,0,6,[],0
0.0,0,2013-14,0,0,17,0,0,3,1,0,0,0,0,COL,0,0,0,28,0,NHL,0,2,17:27,1,1,0,0,[],0
2.8,0,2014-15,16,7,870,0,27,140,72,2,2,17,9,NYR,2,15,0,29,1,NHL,0,43,15:49,55,55,0,11,[],0
2.7,0,2015-16,32,6,1354,0,44,183,74,2,2,-17,8,TOR,2,24,0,30,1,NHL,0,98,22:34,126,60,0,10,[],0
1.4,0,2016-17,18,18,1294,0,44,174,73,0,1,8,18,TOR,1,26,0,31,0,NHL,0,90,17:59,91,72,0,19,[],0
