year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2010-11,26,1,6,1,-1,AHL,6,Oklahoma City Barons,2
2011-12,27,6,2,7,2,AHL,12,Wilkes-Barre Penguins,13
2016-17,32,0,0,0,-2,AHL,2,Lehigh Valley Phantoms,0
