year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1998-99,18,7,62,8,0,OHL,56,Ottawa 67\'s,15
1999-00,19,8,107,11,0,OHL,59,Ottawa 67\'s,19
2000-01,20,20,120,45,0,OHL,66,Ottawa 67\'s,65
2001-02,21,18,100,68,0,OHL,61,Ottawa 67\'s,86
2002-03,22,0,9,1,0,AHL,4,Wilkes-Barre Scranton Pens,1
2002-03,22,22,231,48,0,ECHL,68,Wheeling Nailers,70
2003-04,23,7,198,4,0,AHL,43,Utah Grizzlies,11
2003-04,23,6,82,22,0,ECHL,23,Idaho Steelheads,28
2004-05,24,17,212,29,0,AHL,75,Cincinnati Mighty Ducks,46
2005-06,25,18,57,26,27,AHL,34,Portland Pirates,44
2006-07,26,0,8,0,0,Russia,4,Lada Togliatti,0
2006-07,26,20,167,35,25,AHL,62,2 Teams,55
2006-07,26,11,97,24,18,AHL,42,Portland Pirates,35
2006-07,26,9,70,11,7,AHL,20,Syracuse Crunch,20
2007-08,27,24,194,31,9,AHL,62,Syracuse Crunch,55
2008-09,28,17,186,40,-15,AHL,70,Norfolk Admirals,57
2014-15,34,1,4,0,-1,Poland,3,KH Sanok,1
