league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,64,0,20,86,21,2,,EDM,[],2.3,0,19,1,2,0,1979-80,,2,70,0,17
NHL,79,2,21,115,34,2,,EDM,[],8.7,6,24,-10,10,0,1980-81,,4,94,1,21
NHL,80,2,22,110,40,5,,EDM,"[{'link': '/awards/voting-1982.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-1982.html#norris', 'name': 'Norris-10'}]",8.2,7,31,46,9,1,1981-82,,1,63,0,26
NHL,0,0,23,92,40,2,,EDM,[],6.5,5,34,39,6,0,1982-83,,1,43,3,29
NHL,0,1,24,81,46,7,,EDM,"[{'link': '/awards/voting-1984.html#AS', 'name': 'AS-12'}]",4.9,3,42,37,4,0,1983-84,,1,59,3,32
NHL,0,1,25,83,25,3,,EDM,"[{'link': '/awards/voting-1985.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-1985.html#norris', 'name': 'Norris-7'}]",4.8,3,21,9,4,0,1984-85,,1,104,2,16
NHL,74,0,26,57,18,2,,EDM,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-13'}]",3.5,2,16,24,2,0,1985-86,,0,90,0,14
NHL,77,1,27,99,37,1,,EDM,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-14'}]",8.1,4,29,41,8,2,1986-87,,2,94,2,26
NHL,70,2,28,82,24,6,,EDM,"[{'link': '/awards/voting-1988.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-1988.html#norris', 'name': 'Norris-5'}]",11.0,6,15,18,9,1,1987-88,,2,89,1,8
NHL,76,1,29,85,25,3,,EDM,"[{'link': '/awards/voting-1989.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-1989.html#norris', 'name': 'Norris-8'}]",8.2,7,18,26,7,0,1988-89,,0,98,1,14
NHL,78,0,30,74,33,2,,EDM,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-10'}, {'link': '/awards/clancy.html#1990', 'name': None}]",9.5,4,26,18,7,1,1989-90,,2,140,3,21
NHL,73,0,31,51,16,1,,EDM,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-13'}]",5.9,3,13,-9,3,0,1990-91,,0,113,3,9
NHL,55,0,32,33,10,0,,EDM,"[{'link': '/awards/voting-1992.html#AS', 'name': 'AS-16'}]",6.1,2,8,-4,2,0,1991-92,,0,107,0,8
NHL,49,0,33,52,15,0,,NYR,[],5.8,3,12,-2,3,0,1992-93,,0,58,0,12
NHL,71,1,34,50,19,2,,NYR,[],10.0,5,14,4,5,0,1993-94,,0,70,3,9
NHL,44,0,35,35,8,0,,NYR,[],2.9,0,7,-2,1,0,1994-95,,1,58,0,7
NHL,53,0,36,30,6,0,,NYR,[],3.3,1,5,20,1,0,1995-96,,0,76,1,4
NHL,64,0,37,46,14,1,,EDM,[],2.2,1,13,-1,1,0,1996-97,,0,50,1,11
NHL,7,0,38,5,0,0,,EDM,[],0.0,0,0,-3,0,0,1997-98,,0,22,0,0
