age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,1,0,NHL,3,0,1979-80,0,3,0,,0,0,,EDM,1
21,,0.0,0,2,2,NHL,9,0,1980-81,0,7,0,,0,11,,EDM,2
22,,0.0,0,3,1,NHL,5,0,1981-82,0,9,0,,0,0,,EDM,3
23,,5.3,1,8,8,NHL,16,0,1982-83,0,19,1,,0,10,,EDM,9
24,SC,15.8,3,7,13,NHL,19,0,1983-84,0,19,3,,0,16,,EDM,10
25,SC,0.0,0,5,5,NHL,16,0,1984-85,0,20,0,,0,8,,EDM,5
26,,6.3,1,3,6,NHL,10,0,1985-86,0,16,1,,0,15,,EDM,4
27,SC,9.5,0,4,8,NHL,21,0,1986-87,1,21,2,,0,22,,EDM,6
28,SC,0.0,0,2,2,NHL,19,0,1987-88,0,9,0,,0,26,,EDM,2
29,,9.1,1,2,-1,NHL,7,0,1988-89,0,11,1,,0,4,,EDM,3
30,SC,0.0,0,2,3,NHL,20,0,1989-90,0,11,0,,0,10,,EDM,2
31,,20.0,1,1,-1,NHL,14,0,1990-91,0,5,1,,0,14,,EDM,2
32,,0.0,0,3,-2,NHL,11,0,1991-92,0,7,0,,0,16,,EDM,3
34,SC,6.7,1,0,6,NHL,22,0,1993-94,0,15,1,,0,20,,NYR,1
35,,0.0,0,1,-5,NHL,10,0,1994-95,0,7,0,,0,12,,NYR,1
36,,0.0,0,4,5,NHL,10,0,1995-96,0,7,0,,0,4,,NYR,4
37,,0,0,0,-1,NHL,1,0,1996-97,0,0,0,,0,0,,EDM,0
38,,0,0,0,0,NHL,1,0,1997-98,0,0,0,,0,4,,EDM,0
