pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Djurgardens IF Stockholm,0,0,0,Sweden,3,1983-84,18,0
22,Djurgardens IF Stockholm,1,0,4,Sweden,19,1984-85,19,3
6,Sweden,0,0,0,WJC-A,6,1984-85,19,0
6,Djurgardens IF Stockholm,3,0,3,Sweden,8,1985-86,20,0
28,Djurgardens IF Stockholm,4,0,6,Sweden,29,1986-87,21,2
36,Djurgardens IF Stockholm,6,0,18,Sweden,39,1987-88,22,12
38,Djurgardens IF Stockholm,9,0,19,Sweden,40,1988-89,23,10
28,Djurgardens IF Stockholm,21,0,26,Sweden,36,1989-90,24,5
38,Djurgardens IF Stockholm,9,0,11,Sweden,38,1990-91,25,2
34,Djurgardens IF Stockholm,8,0,14,Sweden,39,1991-92,26,6
6,Sweden,0,0,4,WC-A,8,1991-92,26,4
52,Djurgardens IF Stockholm,16,0,20,Sweden,40,1992-93,27,4
16,Sweden,0,0,0,WC-A,8,1992-93,27,0
25,Moncton Hawks,27,0,33,AHL,44,1993-94,28,6
20,Springfield Indians,16,0,19,AHL,27,1994-95,29,3
0,Phoenix Roadrunners,2,0,3,IHL,2,1994-95,29,1
10,Phoenix Roadrunners,15,0,19,IHL,47,1995-96,30,4
45,Vastra Frolunda HC Goteborg,10,0,14,Sweden,41,1996-97,31,4
2,Vastra Frolunda HC Goteborg,3,0,3,EuroHL,4,1996-97,31,0
18,Vastra Frolunda HC Goteborg,1,0,4,Sweden,24,1997-98,32,3
48,Vasteras IK,3,0,5,Sweden,56,1998-99,33,2
6,Vasteras IK,0,0,0,Sweden,11,1999-00,34,0
