even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,9,OTT,3,11,25,1,,NHL,0,32,189,2005-06,10,9.4,,3,12,1
5,0,OTT,7,14,26,2,,NHL,0,59,426,2006-07,20,11.9,,2,0,4
0,1,OTT,0,6,27,0,18,NHL,0,9,87,2007-08,4,0.0,,0,1,-5
1,11,SJS,2,16,29,0,82,NHL,0,45,290,2009-10,14,4.4,,1,13,-7
3,6,SJS,3,12,30,0,85,NHL,0,47,341,2010-11,18,6.4,,0,9,-2
1,5,MIN,1,4,33,0,21,NHL,0,9,127,2013-14,11,11.1,,0,6,6
