assists,team,goals,year,games_played,points,pim,age,plus_minus,league
42,Calgary Blazers,30,1996-97,25,72,26,16,0,AMHL
52,Calgary Buffaloes,39,1997-98,36,91,34,17,0,AMHL
1,AMHL South Stars,0,1997-98,1,1,0,17,0,AS-Game
56,Calgary Canucks,70,1998-99,60,126,91,18,0,AJHL
28,University of Wisconsin,28,1999-00,38,56,32,19,0,WCHA
2,Canada,2,1999-00,4,4,0,19,0,Exhib.
2,Canada,2,1999-00,7,4,4,19,-1,WJC-A
33,University of Wisconsin,24,2000-01,39,57,74,20,0,WCHA
2,Canada,3,2000-01,7,5,10,20,2,WJC-A
2,Canada,2,2001-02,7,4,2,21,-1,WC-A
3,Canada,7,2002-03,9,10,10,22,9,WC-A
3,Canada,8,2003-04,9,11,4,23,3,WC-A
2,Canada,0,2004-05,6,2,2,24,0,W-Cup
10,SC Bern,14,2004-05,16,24,58,24,0,Swiss
1,Ak Bars Kazan,3,2004-05,11,4,22,24,0,Russia
4,Canada,3,2004-05,9,7,16,24,1,WC-A
1,Canada,2,2005-06,6,3,8,25,1,Olympics
8,Canada,12,2007-08,9,20,4,27,13,WC-A
4,Canada,6,2008-09,9,10,8,28,3,WC-A
3,Canada,4,2009-10,7,7,4,29,1,Olympics
5,Norfolk Admirals,2,2014-15,25,7,8,34,-5,AHL
7,San Antonio Rampage,6,2014-15,18,13,8,34,0,AHL
