assists,team,goals,year,games_played,points,pim,age,plus_minus,league
9,Regina Pats,3,1954-55,8,12,7,16,0,SJHL
9,Regina Pats,33,1955-56,36,42,51,17,0,SJHL
48,Regina Pats,52,1956-57,53,100,94,18,0,SJHL
43,Regina Pats,54,1957-58,49,97,144,19,0,SJHL
56,Rochester Americans,41,1958-59,69,97,41,20,0,AHL
5,Rochester Americans,8,1959-60,14,13,22,21,0,AHL
2,Cleveland Barons,3,1964-65,6,5,2,26,0,AHL
0,Minnesota Rangers,2,1965-66,3,2,4,27,0,CPHL
14,Baltimore Clippers,14,1966-67,18,28,15,28,0,AHL
2,Tidewater Red Wings,4,1971-72,16,6,6,33,0,AHL
10,Fort Worth Wings,9,1971-72,34,19,51,33,0,CHL
