age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,9.1,2,8,-11,NHL,20,0,1987-88,1,44,4,,2,51,,NJD,12
25,,10.5,1,2,1,NHL,7,0,1989-90,1,19,2,,1,26,,HAR,4
26,,20.0,1,2,0,NHL,6,0,1990-91,0,15,3,,2,40,,HAR,5
27,,0.0,0,2,1,NHL,7,0,1991-92,0,15,0,,0,12,,HAR,2
30,,13.8,1,6,-8,NHL,10,0,1994-95,0,29,4,,3,20,,NYR,10
31,,7.9,2,6,-8,NHL,11,0,1995-96,0,38,3,,1,12,,NYR,9
32,,5.3,0,3,-2,NHL,7,0,1996-97,0,19,1,,1,16,,DAL,4
33,,12.0,1,2,-3,NHL,17,0,1997-98,1,25,3,,2,26,,DAL,5
34,SC,9.1,3,4,4,NHL,18,0,1998-99,1,33,3,14:37,0,14,263,DAL,7
35,,8.3,0,1,-4,NHL,9,0,1999-00,1,12,1,15:34,1,2,140,DET,2
36,,40.0,0,0,-2,NHL,5,0,2000-01,0,5,2,15:20,2,6,77,DET,2
