age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,9.1,0,2,2,NHL,3,1,1979-80,0,11,1,,0,2,,EDM,3
20,,8.3,2,5,1,NHL,9,0,1980-81,0,24,2,,0,13,,EDM,7
21,,5.9,1,2,-4,NHL,5,0,1981-82,0,17,1,,0,8,,EDM,3
22,,0,9,6,11,NHL,15,2,1982-83,0,50,15,,4,14,,EDM,21
23,SC,12.7,6,18,9,NHL,19,1,1983-84,2,63,8,,1,19,,EDM,26
24,SC,21.4,10,13,13,NHL,18,1,1984-85,1,56,12,,1,12,,EDM,25
25,,17.4,2,6,1,NHL,10,0,1985-86,0,23,4,,0,18,,EDM,10
26,SC,19.4,9,16,13,NHL,21,0,1986-87,1,62,12,,1,16,,EDM,28
27,SC,26.2,3,23,9,NHL,19,1,1987-88,0,42,11,,0,29,,EDM,34
28,,4.3,1,11,-1,NHL,7,0,1988-89,0,23,1,,0,8,,EDM,12
29,SC,19.1,7,0,5,NHL,0,1,1989-90,1,47,9,,1,20,,EDM,0
30,,9.8,3,11,2,NHL,18,0,1990-91,0,41,4,,1,16,,EDM,15
31,,25.9,3,7,-4,NHL,11,0,1991-92,0,27,7,,2,6,,NYR,14
33,SC,16.0,9,18,14,NHL,23,1,1993-94,0,75,12,,2,33,,NYR,30
34,,11.5,1,10,-11,NHL,10,0,1994-95,1,26,3,,2,8,,NYR,13
35,,9.8,2,7,-10,NHL,11,0,1995-96,1,41,4,,2,16,,NYR,11
36,,7.0,3,9,2,NHL,15,0,1996-97,1,43,3,,0,6,,NYR,12
