giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,7,0,20,0,0,6,2,0,0,48,BUF,0,0,[],0.0,0,2,3,0,0,0,2006-07,0,6:49,0,21,0,2
1,NHL,40,0,21,5,30,26,5,110,0,253,BUF,3,16.7,[],11.5,3,2,1,3,1,0,2007-08,12,6:19,0,41,0,2
6,NHL,51,0,22,4,63,35,9,137,0,455,BUF,2,20.0,[],11.4,4,5,1,4,1,0,2008-09,27,8:55,0,89,0,5
7,NHL,55,4,23,2,110,64,15,148,0,558,BUF,10,0.0,[],15.6,8,5,2,10,0,2,2009-10,36,10:09,0,89,0,5
9,NHL,51,0,24,7,93,65,9,126,0,520,BUF,11,41.7,[],6.2,3,5,-4,4,5,1,2010-11,33,10:11,0,78,0,5
17,NHL,63,1,25,9,130,69,10,139,0,829,BUF,19,52.6,[],7.2,5,5,-5,5,10,0,2011-12,46,13:09,0,116,0,5
9,NHL,34,0,26,6,51,34,1,86,0,367,BUF,2,45.5,[],2.9,1,0,-4,1,5,0,2012-13,34,10:48,0,67,0,0
2,NHL,5,0,27,0,1,0,0,11,0,42,BUF,0,100.0,[],0,0,0,-1,0,1,0,2013-14,1,8:21,0,5,0,0
3,NHL,42,0,28,5,40,25,3,88,0,372,BUF,8,37.5,[],0.0,0,3,-11,0,3,0,2014-15,25,8:52,0,36,1,2
