assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Kitchener Greenshirts,7,1936-37,13,8,6,19,0,OHA-Jr.
6,Kitchener Greenshirts,4,1937-38,11,10,0,20,0,OHA-Jr.
5,Detroit Holzbaugh,9,1938-39,26,14,4,21,0,MOHL
16,Windsor Bulldogs,31,1939-40,40,47,14,22,0,MOHL
6,Indianapolis Capitols,1,1940-41,39,7,6,23,0,AHL
1,New Haven Eagles,4,1941-42,13,5,4,24,0,AHL
5,Omaha Knights,7,1941-42,22,12,8,24,0,AHA
1,Truro Bearcats,2,1943-44,3,3,0,26,0,NSNDL
0,Stratford Indians,0,1945-46,2,0,0,28,0,OHA-Sr.
5,Springfield Indians,2,1946-47,22,7,2,29,0,AHL
7,Houston Huskies,6,1946-47,15,13,4,29,0,USHL
16,Kitchener Dutchmen,5,1947-48,19,21,10,30,0,OHA-Sr.
10,Kitchener Dutchmen,7,1948-49,32,17,14,31,0,OHA-Sr.
1,Kitchener Dutchmen,2,1949-50,14,3,4,32,0,OHA-Sr.
