year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1984-85,16,17,14,30,0,AJHL,23,Fort Saskatchewan Traders,47
1985-86,17,20,46,33,0,AJHL,27,Fort Saskatchewan Traders,53
1985-86,17,2,10,4,0,Nat-Tm,32,Canada,6
1986-87,18,11,28,29,0,Nat-Tm,74,Canada,40
1986-87,18,0,2,3,0,WEC-A,10,Canada,3
1987-88,19,3,32,13,0,Nat-Tm,47,Canada,16
1987-88,19,1,2,3,0,Olympics,8,Canada,4
1998-99,30,1,37,5,0,Swiss,11,ZSC Lions Zurich,6
1999-00,31,4,75,29,11,IHL,63,2 Teams,33
1999-00,31,0,6,5,1,IHL,7,Long Beach Ice Dogs,5
1999-00,31,4,69,24,10,IHL,56,Utah Grizzlies,28
2000-01,32,0,12,2,9,IHL,9,Houston Aeros,2
2000-01,32,3,43,3,0,Germany,20,Munchen Barons,6
2001-02,33,5,12,9,0,Italy,26,HC Merano,14
2002-03,34,2,10,3,0,Sweden-2,7,IF Bjorkloven Umea,5
2004-05,36,2,12,2,0,UHL,11,Kalamazoo Wings,4
2005-06,37,0,37,2,0,Swiss-2,10,EHC Visp,2
2005-06,37,0,0,0,0,Austria,2,Innsbrucker EV,0
2005-06,37,0,18,1,0,Swiss,4,SC Rapperswil-Jona Lakers,1
2006-07,38,1,36,5,0,Swiss-2,5,EHC Chur,6
2007-08,39,2,46,14,0,Swiss-2,33,EHC Biel-Bienne,16
