shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
4.2,1983-84,20,2,,0,24,1,0,-3,3,MNS,1,21,0,NHL,1,,15,4,[],0
0.0,1984-85,10,3,,0,14,1,0,-13,4,MNS,0,22,0,NHL,0,,15,4,[],0
0,1987-88,0,0,,0,0,0,0,1,0,MNS,0,25,0,NHL,0,,1,0,[],0
