year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,17,0,0,0,0,CIS,2,Salavat Yulayev Ufa,0
1994-95,19,0,4,0,0,CIS,7,Salavat Yulayev Ufa,0
1995-96,20,0,18,5,0,AHL,12,Baltimore Bandits,5
1996-97,21,0,0,0,0,AHL,3,Baltimore Bandits,0
1999-00,24,2,8,0,0,Russia,12,Ak Bars Kazan,2
2000-01,25,0,10,1,0,Russia,9,Severstal Cherepovets,1
2003-04,28,1,10,1,0,Russia,5,Neftekhimik Nizhnekamsk,2
2004-05,29,0,6,1,0,Russia,5,Dynamo Moscow,1
2005-06,30,0,8,0,0,Russia,6,Salavat Yulayev Ufa,0
2006-07,31,0,18,0,0,Russia,6,Sibir Novosibirsk,0
