pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Dukla Jihlava,1,0,4,Czech,7,1989-90,20,3
23,St. John\'s Maple Leafs,3,0,6,AHL,8,1992-93,23,3
4,St. John\'s Maple Leafs,8,0,12,AHL,11,1993-94,24,4
7,St. John\'s Maple Leafs,0,0,2,AHL,4,1994-95,25,2
33,Long Beach Ice Dogs,4,0,8,IHL,18,1996-97,27,4
20,Long Beach Ice Dogs,7,0,18,IHL,17,1997-98,28,11
4,Long Beach Ice Dogs,6,0,10,IHL,8,1998-99,29,4
2,Krefeld Pinguine,0,0,0,Germany,3,2001-02,32,0
18,Krefeld Pinguine,13,0,18,Germany,14,2002-03,33,5
4,Hannover Scorpions,3,0,4,Germany,5,2003-04,34,1
10,Hannover Scorpions,2,0,3,Germany,10,2005-06,36,1
