year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1997-98,15,1,6,3,0,Fin-U18,4,JYP Jyvaskyla U18,4
1998-99,16,1,12,1,0,Fin-U18,6,JYP Jyvaskyla U18,2
1999-00,17,0,8,0,0,Fin-Jr.,4,JYP Jyvaskyla Jr.,0
2000-01,18,2,4,4,0,Fin-Jr.,6,JYP Jyvaskyla Jr.,6
2002-03,20,0,0,0,0,Finland,1,JYP Jyvaskyla,0
2007-08,25,4,10,0,0,Finland,6,JYP Jyvaskyla,4
2008-09,26,6,16,5,0,Finland,15,JYP Jyvaskyla,11
2009-10,27,0,2,0,0,Finland,2,JYP Jyvaskyla,0
2010-11,28,0,0,0,0,Finland,7,Jokerit Helsinki,0
2011-12,29,2,10,4,0,Finland,14,JYP Jyvaskyla,6
2012-13,30,2,10,1,0,Finland,16,Assat Pori,3
