year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,19,3,0,4,0,CzRep-3,4,HC Ytong Brno,7
2001-02,21,5,8,3,0,CzRep,9,HC Continental Zlin,8
2003-04,23,7,22,6,-1,AHL,21,Milwaukee Admirals,13
2004-05,24,0,2,1,-3,AHL,6,Milwaukee Admirals,1
2005-06,25,3,16,5,-2,AHL,12,Milwaukee Admirals,8
2006-07,26,3,59,1,0,CzRep,18,HC Moeller Pardubice,4
2008-09,28,4,6,2,0,CzRep,7,HC Moeller Pardubice,6
2009-10,29,2,8,8,0,CzRep,13,HC Eaton Pardubice,10
2010-11,30,2,6,1,0,KHL,7,Neftekhimik Nizhnekamsk,3
2011-12,31,0,6,0,0,KHL,4,Dynamo Minsk,0
2012-13,32,0,2,0,0,KHL,3,Dynamo Minsk,0
