game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,5,0,1934-35,0,0,0,0,,NHL,0,0,22,6,[],0,0,,TOR
0,0,0,0,35,4,1935-36,0,0,4,0,,NHL,0,0,23,32,[],8,0,,TOR
0,0,0,0,46,7,1936-37,0,0,8,0,,NHL,0,0,24,43,[],15,0,,TOR
0,0,0,0,48,17,1937-38,0,0,3,0,,NHL,0,0,25,52,[],20,0,,TOR
0,0,0,0,47,10,1938-39,0,0,4,0,,NHL,0,0,26,29,[],14,0,,TOR
0,0,0,0,48,18,1939-40,0,0,8,0,,NHL,0,0,27,56,[],26,0,,TOR
0,0,0,0,37,6,1940-41,0,0,3,0,,NHL,0,0,28,39,[],9,0,,TOR
0,0,0,0,37,20,1941-42,0,0,6,0,,NHL,0,0,29,39,[],26,0,,TOR
0,0,0,0,0,23,1942-43,0,0,13,0,,NHL,0,0,30,20,[],36,0,,TOR
0,0,0,0,47,28,1943-44,0,0,19,0,,NHL,0,0,31,21,[],47,0,,TOR
0,0,0,0,0,18,1944-45,0,0,17,0,,NHL,0,0,32,49,[],35,0,,TOR
0,0,0,0,41,9,1945-46,0,0,9,0,,NHL,0,0,33,12,[],18,0,,TOR
