assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1929-30,9,0,0,Toronto Canoe Club,17,2,0,OHA-Jr.
4,1930-31,9,10,6,Toronto Canoe Club,18,10,0,OHA-Jr.
3,1931-32,8,9,6,Toronto Canoe Club,19,7,0,OHA-Jr.
3,1931-32,12,9,6,Toronto City Services,19,10,0,TMHL
8,1932-33,21,16,8,Toronto Marlboros,20,15,0,OHA-Jr.
5,1932-33,18,16,11,Toronto City Services,20,18,0,TMHL
2,1933-34,6,8,6,Toronto Marlboros,21,6,0,OHA-Sr.
12,1934-35,28,16,4,Syracuse Stars,22,17,0,IHL
4,1935-36,13,7,3,Syracuse Stars,23,22,0,IHL
