pim,team,assists,plus_minus,points,league,games_played,year,age,goals
30,Mississauga IceDogs,7,-9,10,OHL,61,2003-04,17,3
103,Mississauga IceDogs,17,5,28,OHL,66,2004-05,18,11
4,Canada,0,-2,0,WJ18-A,4,2004-05,18,0
152,Mississauga IceDogs,25,-11,41,OHL,67,2005-06,19,16
2,Binghamton Senators,0,-1,1,AHL,9,2005-06,19,1
9,Binghamton Senators,2,-1,2,AHL,5,2006-07,20,0
86,2 Teams,35,14,45,OHL,53,2006-07,20,10
37,Mississauga IceDogs,11,4,16,OHL,23,2006-07,20,5
49,Saginaw Spirit,24,10,29,OHL,30,2006-07,20,5
44,Binghamton Senators,5,7,8,AHL,24,2007-08,21,3
41,Binghamton Senators,1,-5,2,AHL,18,2008-09,22,1
109,Binghamton Senators,6,-18,11,AHL,57,2009-10,23,5
111,Binghamton Senators,9,-4,15,AHL,58,2010-11,24,6
43,Springfield Falcons,6,-3,11,AHL,23,2011-12,25,5
54,Springfield Falcons,5,4,7,AHL,18,2012-13,26,2
132,Springfield Falcons,10,2,18,AHL,58,2013-14,27,8
165,Rockford IceHogs,8,4,14,AHL,61,2014-15,28,6
84,Milwaukee Admirals,5,-1,9,AHL,39,2015-16,29,4
33,Milwaukee Admirals,2,-6,4,AHL,13,2016-17,30,2
