assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1960-61,12,0,0,St. Michael\'s Majors,17,0,0,OHA-Jr.
35,1961-62,33,61,26,St. Michael\'s Majors,18,19,0,OHA-Jr.
63,1962-63,38,95,32,Neil McNeil Maroons,19,33,0,MTJHL
6,1963-64,7,9,3,Canada,20,10,0,Olympics
5,1963-64,2,6,1,Toronto Marlboros,20,4,0,OHA-Jr.
5,1964-65,7,11,6,Canada,21,4,0,WEC-A
4,1966-67,7,5,1,Canada,23,6,0,WEC-A
20,1967-68,20,27,7,Ottawa Nationals,24,4,0,OHA-Sr.
2,1967-68,7,3,1,Canada,24,6,0,Olympics
38,1968-69,63,49,11,Memphis South Stars,25,0,0,CHL
2,1969-70,15,5,3,Iowa Stars,26,2,0,CHL
2,1969-70,10,3,1,Salt Lake Golden Eagles,26,0,0,WHL
2,1969-70,8,3,1,Springfield Kings,26,0,0,AHL
22,1970-71,56,34,12,Springfield Kings,27,28,0,AHL
